Year,Month,Date,Model,Dealer ID,Quantity Sold,Profit
2019,March,2019-03-01 23:00:00,Salish,1215,20,61000
2019,March,2019-03-01 23:00:00,Labrador,1215,24,19200
2019,March,2019-03-01 23:00:00,Champlain,1215,5,11500
2019,March,2019-03-01 23:00:00,Hudson,1215,35,17500
2019,March,2019-03-01 23:00:00,Beaufort,1301,16,24000
2019,March,2019-03-01 23:00:00,Salish,1301,22,67100
2019,March,2019-03-01 23:00:00,Labrador,1301,28,22400
2019,March,2019-03-01 23:00:00,Champlain,1301,6,13800
2019,March,2019-03-01 23:00:00,Hudson,1301,39,19500
2019,March,2019-03-01 23:00:00,Beaufort,1336,14,21000
2019,March,2019-03-01 23:00:00,Salish,1336,18,54900
2019,March,2019-03-01 23:00:00,Labrador,1336,23,18400
2019,March,2019-03-01 23:00:00,Champlain,1336,5,11500
2019,March,2019-03-01 23:00:00,Hudson,1336,32,16000
2019,March,2019-03-01 23:00:00,Beaufort,1401,13,19500
2019,March,2019-03-01 23:00:00,Salish,1401,17,51850
2019,March,2019-03-01 23:00:00,Labrador,1401,22,17600
2019,March,2019-03-01 23:00:00,Champlain,1401,5,11500
2019,March,2019-03-01 23:00:00,Hudson,1401,31,15500
2019,March,2019-03-01 23:00:00,Beaufort,1402,12,18000
2019,March,2019-03-01 23:00:00,Salish,1402,15,45750
2019,March,2019-03-01 23:00:00,Labrador,1402,20,16000
2019,March,2019-03-01 23:00:00,Champlain,1402,3,6900
2019,March,2019-03-01 23:00:00,Hudson,1402,26,13000
2019,March,2019-03-01 23:00:00,Beaufort,1212,14,21000
2019,March,2019-03-01 23:00:00,Salish,1212,18,54900
2019,March,2019-03-01 23:00:00,Labrador,1212,23,18400
2019,March,2019-03-01 23:00:00,Champlain,1212,5,11500
2019,March,2019-03-01 23:00:00,Hudson,1212,31,15500
2019,March,2019-03-01 23:00:00,Beaufort,1217,14,21000
2019,March,2019-03-01 23:00:00,Salish,1217,18,54900
2019,March,2019-03-01 23:00:00,Labrador,1217,24,19200
2019,March,2019-03-01 23:00:00,Champlain,1217,5,11500
2019,March,2019-03-01 23:00:00,Hudson,1217,33,16500
2019,March,2019-03-01 23:00:00,Beaufort,1288,17,25500
2019,March,2019-03-01 23:00:00,Salish,1288,23,70150
2019,March,2019-03-01 23:00:00,Labrador,1288,29,23200
2019,March,2019-03-01 23:00:00,Champlain,1288,6,13800
2019,March,2019-03-01 23:00:00,Hudson,1288,40,20000
2019,April,2019-04-01 23:00:00,Beaufort,1222,12,18330
2019,April,2019-04-01 23:00:00,Salish,1222,16,24440
2019,April,2019-04-01 23:00:00,Labrador,1222,19,29023
2019,April,2019-04-01 23:00:00,Champlain,1222,4,6110
2019,April,2019-04-01 23:00:00,Hudson,1222,27,41243
2019,April,2019-04-01 23:00:00,Beaufort,1224,17,26010
2019,April,2019-04-01 23:00:00,Salish,1224,22,33660
2019,April,2019-04-01 23:00:00,Labrador,1224,28,42840
2019,April,2019-04-01 23:00:00,Champlain,1224,6,9180
2019,April,2019-04-01 23:00:00,Hudson,1224,39,59670
2019,April,2019-04-01 23:00:00,Beaufort,1215,16,24300
2019,April,2019-04-01 23:00:00,Salish,1215,21,31894
2019,April,2019-04-01 23:00:00,Labrador,1215,25,37969
2019,April,2019-04-01 23:00:00,Champlain,1215,5,7594
2019,April,2019-04-01 23:00:00,Hudson,1215,36,54675
2019,April,2019-04-01 23:00:00,Beaufort,1301,17,27646
2019,April,2019-04-01 23:00:00,Salish,1301,23,37404
2019,April,2019-04-01 23:00:00,Labrador,1301,29,47161
2019,April,2019-04-01 23:00:00,Champlain,1301,6,9758
2019,April,2019-04-01 23:00:00,Hudson,1301,41,66676
2019,April,2019-04-01 23:00:00,Beaufort,1336,15,25050
2019,April,2019-04-01 23:00:00,Salish,1336,19,31730
2019,April,2019-04-01 23:00:00,Labrador,1336,24,40080
2019,April,2019-04-01 23:00:00,Champlain,1336,5,8350
2019,April,2019-04-01 23:00:00,Hudson,1336,34,56780
2019,April,2019-04-01 23:00:00,Beaufort,1401,13,22766
2019,April,2019-04-01 23:00:00,Salish,1401,18,31523
2019,April,2019-04-01 23:00:00,Labrador,1401,23,40279
2019,April,2019-04-01 23:00:00,Champlain,1401,5,8756
2019,April,2019-04-01 23:00:00,Hudson,1401,33,57791
2019,April,2019-04-01 23:00:00,Beaufort,1402,12,21030
2019,April,2019-04-01 23:00:00,Salish,1402,16,28040
2019,April,2019-04-01 23:00:00,Labrador,1402,21,36803
2019,April,2019-04-01 23:00:00,Champlain,1402,4,7010
2019,April,2019-04-01 23:00:00,Hudson,1402,28,49070
2019,April,2019-04-01 23:00:00,Beaufort,1212,15,22725
2019,April,2019-04-01 23:00:00,Salish,1212,19,28785
2019,April,2019-04-01 23:00:00,Labrador,1212,24,36360
2019,April,2019-04-01 23:00:00,Champlain,1212,5,7575
2019,April,2019-04-01 23:00:00,Hudson,1212,33,49995
2019,April,2019-04-01 23:00:00,Beaufort,1217,15,22819
2019,April,2019-04-01 23:00:00,Salish,1217,19,28904
2019,April,2019-04-01 23:00:00,Labrador,1217,25,38031
2019,April,2019-04-01 23:00:00,Champlain,1217,5,7606
2019,April,2019-04-01 23:00:00,Hudson,1217,35,53244
2019,April,2019-04-01 23:00:00,Beaufort,1288,18,28980
2019,April,2019-04-01 23:00:00,Salish,1288,24,38640
2019,April,2019-04-01 23:00:00,Labrador,1288,30,48300
2019,April,2019-04-01 23:00:00,Champlain,1288,6,9660
2019,April,2019-04-01 23:00:00,Hudson,1288,42,67620
2019,May,2019-05-01 23:00:00,Beaufort,1222,13,19858
2019,May,2019-05-01 23:00:00,Salish,1222,17,25968
2019,May,2019-05-01 23:00:00,Labrador,1222,21,32078
2019,May,2019-05-01 23:00:00,Champlain,1222,4,6110
2019,May,2019-05-01 23:00:00,Hudson,1222,29,44298
2019,May,2019-05-01 23:00:00,Beaufort,1224,18,27540
2019,May,2019-05-01 23:00:00,Salish,1224,23,35190
2019,May,2019-05-01 23:00:00,Labrador,1224,30,45900
2019,May,2019-05-01 23:00:00,Champlain,1224,7,10710
2019,May,2019-05-01 23:00:00,Hudson,1224,42,64260
2019,May,2019-05-01 23:00:00,Beaufort,1215,17,25819
2019,May,2019-05-01 23:00:00,Salish,1215,22,33413
2019,May,2019-05-01 23:00:00,Labrador,1215,27,41006
2019,May,2019-05-01 23:00:00,Champlain,1215,5,7594
2019,May,2019-05-01 23:00:00,Hudson,1215,39,59231
2019,May,2019-05-01 23:00:00,Beaufort,1301,18,29273
2019,May,2019-05-01 23:00:00,Salish,1301,25,40656
2019,May,2019-05-01 23:00:00,Labrador,1301,31,50414
2019,May,2019-05-01 23:00:00,Champlain,1301,7,11384
2019,May,2019-05-01 23:00:00,Hudson,1301,44,71555
2019,May,2019-05-01 23:00:00,Beaufort,1336,16,26720
2019,May,2019-05-01 23:00:00,Salish,1336,21,35070
2019,May,2019-05-01 23:00:00,Labrador,1336,26,43420
2019,May,2019-05-01 23:00:00,Champlain,1336,5,8350
2019,May,2019-05-01 23:00:00,Hudson,1336,36,60120
2019,May,2019-05-01 23:00:00,Beaufort,1401,14,24518
2019,May,2019-05-01 23:00:00,Salish,1401,20,35025
2019,May,2019-05-01 23:00:00,Labrador,1401,25,43781
2019,May,2019-05-01 23:00:00,Champlain,1401,5,8756
2019,May,2019-05-01 23:00:00,Hudson,1401,35,61294
2019,May,2019-05-01 23:00:00,Beaufort,1402,13,22783
2019,May,2019-05-01 23:00:00,Salish,1402,17,29793
2019,May,2019-05-01 23:00:00,Labrador,1402,22,38555
2019,May,2019-05-01 23:00:00,Champlain,1402,4,7010
2019,May,2019-05-01 23:00:00,Hudson,1402,30,52575
2019,May,2019-05-01 23:00:00,Beaufort,1212,16,24240
2019,May,2019-05-01 23:00:00,Salish,1212,21,31815
2019,May,2019-05-01 23:00:00,Labrador,1212,26,39390
2019,May,2019-05-01 23:00:00,Champlain,1212,5,7575
2019,May,2019-05-01 23:00:00,Hudson,1212,35,53025
2019,May,2019-05-01 23:00:00,Beaufort,1217,16,24340
2019,May,2019-05-01 23:00:00,Salish,1217,21,31946
2019,May,2019-05-01 23:00:00,Labrador,1217,27,41074
2019,May,2019-05-01 23:00:00,Champlain,1217,5,7606
2019,May,2019-05-01 23:00:00,Hudson,1217,38,57808
2019,May,2019-05-01 23:00:00,Beaufort,1288,20,32200
2019,May,2019-05-01 23:00:00,Salish,1288,26,41860
2019,May,2019-05-01 23:00:00,Labrador,1288,33,53130
2019,May,2019-05-01 23:00:00,Champlain,1288,7,11270
2019,May,2019-05-01 23:00:00,Hudson,1288,46,74060
2019,June,2019-06-01 23:00:00,Beaufort,1222,11,20163
2019,June,2019-06-01 23:00:00,Salish,1222,14,25662
2019,June,2019-06-01 23:00:00,Labrador,1222,18,32994
2019,June,2019-06-01 23:00:00,Champlain,1222,3,5499
2019,June,2019-06-01 23:00:00,Hudson,1222,24,43992
2019,June,2019-06-01 23:00:00,Beaufort,1224,15,27540
2019,June,2019-06-01 23:00:00,Salish,1224,20,36720
2019,June,2019-06-01 23:00:00,Labrador,1224,25,45900
2019,June,2019-06-01 23:00:00,Champlain,1224,6,11016
2019,June,2019-06-01 23:00:00,Hudson,1224,35,64260
2019,June,2019-06-01 23:00:00,Beaufort,1215,14,25515
2019,June,2019-06-01 23:00:00,Salish,1215,19,34628
2019,June,2019-06-01 23:00:00,Labrador,1215,23,41918
2019,June,2019-06-01 23:00:00,Champlain,1215,4,7290
2019,June,2019-06-01 23:00:00,Hudson,1215,33,60143
2019,June,2019-06-01 23:00:00,Beaufort,1301,15,29273
2019,June,2019-06-01 23:00:00,Salish,1301,21,40982
2019,June,2019-06-01 23:00:00,Labrador,1301,26,50739
2019,June,2019-06-01 23:00:00,Champlain,1301,6,11709
2019,June,2019-06-01 23:00:00,Hudson,1301,37,72206
2019,June,2019-06-01 23:00:00,Beaufort,1336,13,26052
2019,June,2019-06-01 23:00:00,Salish,1336,18,36072
2019,June,2019-06-01 23:00:00,Labrador,1336,22,44088
2019,June,2019-06-01 23:00:00,Champlain,1336,4,8016
2019,June,2019-06-01 23:00:00,Hudson,1336,31,62124
2019,June,2019-06-01 23:00:00,Beaufort,1401,12,25218
2019,June,2019-06-01 23:00:00,Salish,1401,17,35726
2019,June,2019-06-01 23:00:00,Labrador,1401,21,44132
2019,June,2019-06-01 23:00:00,Champlain,1401,4,8406
2019,June,2019-06-01 23:00:00,Hudson,1401,30,63045
2019,June,2019-06-01 23:00:00,Beaufort,1402,11,23133
2019,June,2019-06-01 23:00:00,Salish,1402,14,29442
2019,June,2019-06-01 23:00:00,Labrador,1402,19,39957
2019,June,2019-06-01 23:00:00,Champlain,1402,3,6309
2019,June,2019-06-01 23:00:00,Hudson,1402,25,52575
2019,June,2019-06-01 23:00:00,Beaufort,1212,13,23634
2019,June,2019-06-01 23:00:00,Salish,1212,18,32724
2019,June,2019-06-01 23:00:00,Labrador,1212,22,39996
2019,June,2019-06-01 23:00:00,Champlain,1212,4,7272
2019,June,2019-06-01 23:00:00,Hudson,1212,30,54540
2019,June,2019-06-01 23:00:00,Beaufort,1217,13,23732
2019,June,2019-06-01 23:00:00,Salish,1217,18,32859
2019,June,2019-06-01 23:00:00,Labrador,1217,23,41987
2019,June,2019-06-01 23:00:00,Champlain,1217,4,7302
2019,June,2019-06-01 23:00:00,Hudson,1217,32,58416
2019,June,2019-06-01 23:00:00,Beaufort,1288,17,32844
2019,June,2019-06-01 23:00:00,Salish,1288,22,42504
2019,June,2019-06-01 23:00:00,Labrador,1288,28,54096
2019,June,2019-06-01 23:00:00,Champlain,1288,6,11592
2019,June,2019-06-01 23:00:00,Hudson,1288,39,75348
2019,July,2019-07-01 23:00:00,Beaufort,1222,12,18000
2019,July,2019-07-01 23:00:00,Salish,1222,16,48800
2019,July,2019-07-01 23:00:00,Labrador,1222,19,15200
2019,July,2019-07-01 23:00:00,Champlain,1222,4,9200
2019,July,2019-07-01 23:00:00,Hudson,1222,26,13000
2019,July,2019-07-01 23:00:00,Beaufort,1224,17,25500
2019,July,2019-07-01 23:00:00,Salish,1224,22,67100
2019,July,2019-07-01 23:00:00,Labrador,1224,28,22400
2019,July,2019-07-01 23:00:00,Champlain,1224,6,13800
2019,July,2019-07-01 23:00:00,Hudson,1224,38,19000
2019,July,2019-07-01 23:00:00,Beaufort,1215,16,24000
2019,July,2019-07-01 23:00:00,Salish,1215,20,61000
2019,July,2019-07-01 23:00:00,Labrador,1215,25,20000
2019,July,2019-07-01 23:00:00,Champlain,1215,5,11500
2019,July,2019-07-01 23:00:00,Hudson,1215,36,18000
2019,July,2019-07-01 23:00:00,Beaufort,1301,17,25500
2019,July,2019-07-01 23:00:00,Salish,1301,23,70150
2019,July,2019-07-01 23:00:00,Labrador,1301,29,23200
2019,July,2019-07-01 23:00:00,Champlain,1301,6,13800
2019,July,2019-07-01 23:00:00,Hudson,1301,41,20500
2019,July,2019-07-01 23:00:00,Beaufort,1336,14,21000
2019,July,2019-07-01 23:00:00,Salish,1336,19,57950
2019,July,2019-07-01 23:00:00,Labrador,1336,24,19200
2019,July,2019-07-01 23:00:00,Champlain,1336,5,11500
2019,July,2019-07-01 23:00:00,Hudson,1336,34,17000
2019,July,2019-07-01 23:00:00,Beaufort,1401,13,19500
2019,July,2019-07-01 23:00:00,Salish,1401,18,54900
2019,July,2019-07-01 23:00:00,Labrador,1401,23,18400
2019,July,2019-07-01 23:00:00,Champlain,1401,5,11500
2019,July,2019-07-01 23:00:00,Hudson,1401,32,16000
2019,July,2019-07-01 23:00:00,Beaufort,1402,12,18000
2019,July,2019-07-01 23:00:00,Salish,1402,16,48800
2019,July,2019-07-01 23:00:00,Labrador,1402,20,16000
2019,July,2019-07-01 23:00:00,Champlain,1402,4,9200
2019,July,2019-07-01 23:00:00,Hudson,1402,28,14000
2019,July,2019-07-01 23:00:00,Beaufort,1212,14,21000
2019,July,2019-07-01 23:00:00,Salish,1212,19,57950
2019,July,2019-07-01 23:00:00,Labrador,1212,24,19200
2019,July,2019-07-01 23:00:00,Champlain,1212,5,11500
2019,July,2019-07-01 23:00:00,Hudson,1212,32,16000
2019,July,2019-07-01 23:00:00,Beaufort,1217,14,21000
2019,July,2019-07-01 23:00:00,Salish,1217,19,57950
2019,July,2019-07-01 23:00:00,Labrador,1217,25,20000
2019,July,2019-07-01 23:00:00,Champlain,1217,5,11500
2019,July,2019-07-01 23:00:00,Hudson,1217,35,17500
2019,July,2019-07-01 23:00:00,Beaufort,1288,18,27000
2019,July,2019-07-01 23:00:00,Salish,1288,24,73200
2019,July,2019-07-01 23:00:00,Labrador,1288,30,24000
2019,July,2019-07-01 23:00:00,Champlain,1288,6,13800
2019,July,2019-07-01 23:00:00,Hudson,1288,42,21000
2019,August,2019-08-01 23:00:00,Beaufort,1222,8,12000
2019,August,2019-08-01 23:00:00,Salish,1222,10,30500
2019,August,2019-08-01 23:00:00,Labrador,1222,13,10400
2019,August,2019-08-01 23:00:00,Champlain,1222,2,4600
2019,August,2019-08-01 23:00:00,Hudson,1222,18,9000
2019,August,2019-08-01 23:00:00,Beaufort,1224,11,16500
2019,August,2019-08-01 23:00:00,Salish,1224,14,42700
2019,August,2019-08-01 23:00:00,Labrador,1224,18,14400
2019,August,2019-08-01 23:00:00,Champlain,1224,4,9200
2019,August,2019-08-01 23:00:00,Hudson,1224,26,13000
2019,August,2019-08-01 23:00:00,Beaufort,1215,10,15000
2019,August,2019-08-01 23:00:00,Salish,1215,14,42700
2019,August,2019-08-01 23:00:00,Labrador,1215,17,13600
2019,August,2019-08-01 23:00:00,Champlain,1215,3,6900
2019,August,2019-08-01 23:00:00,Hudson,1215,24,12000
2019,August,2019-08-01 23:00:00,Beaufort,1301,11,16500
2019,August,2019-08-01 23:00:00,Salish,1301,15,45750
2019,August,2019-08-01 23:00:00,Labrador,1301,19,15200
2019,August,2019-08-01 23:00:00,Champlain,1301,4,9200
2019,August,2019-08-01 23:00:00,Hudson,1301,27,13500
2019,August,2019-08-01 23:00:00,Beaufort,1336,10,15000
2019,August,2019-08-01 23:00:00,Salish,1336,13,39650
2019,August,2019-08-01 23:00:00,Labrador,1336,16,12800
2019,August,2019-08-01 23:00:00,Champlain,1336,3,6900
2019,August,2019-08-01 23:00:00,Hudson,1336,22,11000
2019,August,2019-08-01 23:00:00,Beaufort,1401,9,13500
2019,August,2019-08-01 23:00:00,Salish,1401,12,36600
2019,August,2019-08-01 23:00:00,Labrador,1401,15,12000
2019,August,2019-08-01 23:00:00,Champlain,1401,3,6900
2019,August,2019-08-01 23:00:00,Hudson,1401,22,11000
2019,August,2019-08-01 23:00:00,Beaufort,1402,8,12000
2019,August,2019-08-01 23:00:00,Salish,1402,10,30500
2019,August,2019-08-01 23:00:00,Labrador,1402,14,11200
2019,August,2019-08-01 23:00:00,Champlain,1402,2,4600
2019,August,2019-08-01 23:00:00,Hudson,1402,18,9000
2019,August,2019-08-01 23:00:00,Beaufort,1212,10,15000
2019,August,2019-08-01 23:00:00,Salish,1212,13,39650
2019,August,2019-08-01 23:00:00,Labrador,1212,16,12800
2019,August,2019-08-01 23:00:00,Champlain,1212,3,6900
2019,August,2019-08-01 23:00:00,Hudson,1212,22,11000
2019,August,2019-08-01 23:00:00,Beaufort,1217,10,15000
2019,August,2019-08-01 23:00:00,Salish,1217,13,39650
2019,August,2019-08-01 23:00:00,Labrador,1217,17,13600
2019,August,2019-08-01 23:00:00,Champlain,1217,3,6900
2019,August,2019-08-01 23:00:00,Hudson,1217,23,11500
2019,August,2019-08-01 23:00:00,Beaufort,1288,12,18000
2019,August,2019-08-01 23:00:00,Salish,1288,16,48800
2019,August,2019-08-01 23:00:00,Labrador,1288,20,16000
2019,August,2019-08-01 23:00:00,Champlain,1288,4,9200
2019,August,2019-08-01 23:00:00,Hudson,1288,28,14000
2019,September,2019-09-01 23:00:00,Beaufort,1222,11,16500
2019,September,2019-09-01 23:00:00,Salish,1222,14,42700
2019,September,2019-09-01 23:00:00,Labrador,1222,18,14400
2019,September,2019-09-01 23:00:00,Champlain,1222,3,6900
2019,September,2019-09-01 23:00:00,Hudson,1222,24,12000
2019,September,2019-09-01 23:00:00,Beaufort,1224,15,22500
2019,September,2019-09-01 23:00:00,Salish,1224,20,61000
2019,September,2019-09-01 23:00:00,Labrador,1224,25,20000
2019,September,2019-09-01 23:00:00,Champlain,1224,6,13800
2019,September,2019-09-01 23:00:00,Hudson,1224,35,17500
2019,September,2019-09-01 23:00:00,Beaufort,1215,14,21000
2019,September,2019-09-01 23:00:00,Salish,1215,19,57950
2019,September,2019-09-01 23:00:00,Labrador,1215,23,18400
2019,September,2019-09-01 23:00:00,Champlain,1215,4,9200
2019,September,2019-09-01 23:00:00,Hudson,1215,33,16500
2019,September,2019-09-01 23:00:00,Beaufort,1301,15,22500
2019,September,2019-09-01 23:00:00,Salish,1301,21,64050
2019,September,2019-09-01 23:00:00,Labrador,1301,26,20800
2019,September,2019-09-01 23:00:00,Champlain,1301,6,13800
2019,September,2019-09-01 23:00:00,Hudson,1301,37,18500
2019,September,2019-09-01 23:00:00,Beaufort,1336,13,19500
2019,September,2019-09-01 23:00:00,Salish,1336,18,54900
2019,September,2019-09-01 23:00:00,Labrador,1336,22,17600
2019,September,2019-09-01 23:00:00,Champlain,1336,4,9200
2019,September,2019-09-01 23:00:00,Hudson,1336,31,15500
2019,September,2019-09-01 23:00:00,Beaufort,1401,12,18000
2019,September,2019-09-01 23:00:00,Salish,1401,17,51850
2019,September,2019-09-01 23:00:00,Labrador,1401,21,16800
2019,September,2019-09-01 23:00:00,Champlain,1401,4,9200
2019,September,2019-09-01 23:00:00,Hudson,1401,30,15000
2019,September,2019-09-01 23:00:00,Beaufort,1402,11,16500
2019,September,2019-09-01 23:00:00,Salish,1402,14,42700
2019,September,2019-09-01 23:00:00,Labrador,1402,19,15200
2019,September,2019-09-01 23:00:00,Champlain,1402,3,6900
2019,September,2019-09-01 23:00:00,Hudson,1402,25,12500
2019,September,2019-09-01 23:00:00,Beaufort,1212,13,19500
2019,September,2019-09-01 23:00:00,Salish,1212,18,54900
2019,September,2019-09-01 23:00:00,Labrador,1212,22,17600
2019,September,2019-09-01 23:00:00,Champlain,1212,4,9200
2019,September,2019-09-01 23:00:00,Hudson,1212,30,15000
2019,September,2019-09-01 23:00:00,Beaufort,1217,13,19500
2019,September,2019-09-01 23:00:00,Salish,1217,18,54900
2019,September,2019-09-01 23:00:00,Labrador,1217,23,18400
2019,September,2019-09-01 23:00:00,Champlain,1217,4,9200
2019,September,2019-09-01 23:00:00,Hudson,1217,32,16000
2019,September,2019-09-01 23:00:00,Beaufort,1288,17,25500
2019,September,2019-09-01 23:00:00,Salish,1288,22,67100
2019,September,2019-09-01 23:00:00,Labrador,1288,28,22400
2019,September,2019-09-01 23:00:00,Champlain,1288,6,13800
