213	Wed Aug 18 09:20:33 2021	7980271	truck	4	4414	PC40BD0F3
214	Sat Jul 31 01:41:58 2021	9166253	car	2	4915	PC86B0D7B
215	Mon Aug  2 20:26:27 2021	5966610	car	2	4618	PC8F4AF85
216	Tue Aug 10 14:11:13 2021	8273227	car	2	4909	PCDED6F20
217	Tue Aug 17 11:21:41 2021	4772310	car	2	4497	PC76FDDEA
218	Thu Aug 12 01:18:11 2021	401226	car	2	4401	PC0606D6A
219	Mon Aug  2 22:30:06 2021	5259884	van	2	4284	PC0DB49FD
220	Thu Aug 12 13:20:29 2021	4560546	car	2	4235	PCFB11406
221	Fri Aug  6 23:10:56 2021	3679257	truck	4	4482	PCB6A16D7
222	Sun Aug  8 01:28:48 2021	5001460	car	2	4981	PC6B14C5D
223	Thu Aug 12 14:26:03 2021	488809	car	2	4175	PC08EA270
224	Sun Aug 15 16:57:15 2021	4435309	car	2	4188	PCDB12C82
225	Fri Aug  6 17:35:18 2021	9206176	car	2	4015	PC524833E
226	Sat Aug  7 03:08:44 2021	5665208	truck	4	4230	PC19CE0DB
227	Sun Aug  1 05:31:31 2021	3619766	car	2	4686	PCD6E5E77
228	Wed Aug 18 09:22:29 2021	8195160	car	2	4123	PCDE850D8
229	Wed Aug  4 05:40:04 2021	689804	truck	4	4283	PC953B572
230	Mon Aug 16 02:36:38 2021	7671204	car	2	4016	PCCD7399B
231	Fri Aug  6 19:31:40 2021	7549660	truck	4	4504	PC461DCD3
232	Mon Aug  2 17:00:36 2021	6999001	car	2	4377	PC4AC8EAD
233	Thu Aug 12 15:17:57 2021	3470780	truck	4	4971	PC0BD172F
234	Sat Aug  7 15:21:43 2021	3321932	car	2	4031	PC0214185
235	Mon Aug  9 04:56:23 2021	2993477	truck	4	4965	PCA0BAE0F
236	Fri Aug 13 09:02:27 2021	7137012	car	2	4350	PCEDD7E85
237	Mon Aug  2 07:55:35 2021	4425207	car	2	4232	PC4156AD5
238	Sat Aug 14 11:54:16 2021	8906007	car	2	4592	PC627AA14
239	Sat Jul 31 04:23:09 2021	2613132	car	2	4760	PC161AC8D
240	Mon Aug 16 01:53:03 2021	1351738	truck	4	5002	PC585BD38
241	Sat Aug 14 11:49:22 2021	8845283	car	2	4974	PCDEB8E32
242	Wed Aug 18 19:07:34 2021	5207716	car	2	4361	PC2E0C888
243	Mon Aug  9 05:34:28 2021	2593435	car	2	4946	PCCF18BAF
244	Sat Aug 14 08:00:30 2021	3194131	car	2	4314	PC7E9E8F3
245	Sat Aug 14 08:01:53 2021	946473	car	2	4784	PCDB42B34
246	Mon Aug  2 19:28:13 2021	2098761	truck	4	4611	PC2EBEAB9
247	Wed Aug 11 02:53:00 2021	7556070	van	2	4515	PC6A1B37B
248	Fri Aug 13 20:51:49 2021	7949412	car	2	4531	PC857F4A0
249	Mon Aug 16 01:15:58 2021	4982057	car	2	4070	PCEECA8B2
250	Sun Aug 15 04:10:44 2021	1732371	car	2	4891	PC57036DA
251	Sun Aug  8 23:50:15 2021	4012995	car	2	4325	PC8FC83B3
252	Wed Aug 18 07:43:49 2021	2596237	car	2	4672	PC03AE86F
253	Mon Aug  2 17:51:59 2021	8381319	car	2	4147	PC4D2C5A7
254	Wed Aug 11 21:55:31 2021	5062265	truck	4	4049	PC4779D38
255	Mon Aug 16 17:16:35 2021	7705983	car	2	4748	PCF2ECD29
256	Thu Jul 29 16:35:35 2021	2307979	van	2	4654	PCBA5D8AB
257	Mon Aug 16 03:21:45 2021	2588561	car	2	4890	PCAFC8A56
258	Sun Aug  8 12:39:42 2021	6847371	car	2	4972	PCC51AD39
259	Tue Aug 17 15:39:08 2021	2121085	car	2	4709	PCC8C7059
260	Tue Aug  3 01:37:46 2021	1734512	car	2	4788	PC00AE965
261	Tue Aug 17 22:18:40 2021	7759834	truck	4	4306	PC5D6563A
262	Mon Aug 16 10:41:55 2021	6292412	car	2	4436	PC0CF9451
263	Fri Aug 13 11:00:14 2021	866998	car	2	4039	PC73BE1E2
264	Thu Aug 12 23:25:40 2021	9057323	truck	4	4612	PC871C1FC
265	Fri Aug  6 03:55:57 2021	8091650	car	2	4686	PCD6E5E77
266	Thu Aug  5 23:24:23 2021	2155384	car	2	4314	PC7E9E8F3
267	Tue Aug  3 06:54:05 2021	1867583	car	2	4608	PCACD1BEE
268	Mon Aug 16 07:28:50 2021	2703371	truck	4	4063	PC7667A3E
269	Tue Aug  3 20:00:16 2021	8368036	car	2	4944	PC41EEC34
270	Mon Aug 16 07:03:18 2021	3418635	truck	4	4246	PC95F5F6B
271	Sun Aug 15 16:44:18 2021	301035	car	2	4438	PC665A28E
272	Thu Aug 12 13:34:54 2021	4648848	car	2	4234	PC5EBC1E1
273	Fri Aug 13 02:09:10 2021	758078	car	2	4050	PC822E359
274	Sat Aug  7 04:50:03 2021	1517284	van	2	4721	PCE937423
275	Wed Aug  4 20:38:41 2021	5708944	car	2	4130	PC9F22103
276	Thu Jul 29 20:17:07 2021	202496	car	2	4852	PC68969FB
277	Thu Jul 29 19:34:22 2021	6716922	truck	4	4575	PC84D9FC1
278	Sun Aug  8 03:23:33 2021	5536264	car	2	4326	PC356AE8F
279	Sun Aug  8 07:34:29 2021	2105735	car	2	4694	PCBCF42C2
280	Sat Jul 31 12:39:28 2021	8857993	car	2	4551	PCCA5979C
281	Mon Aug  9 15:56:14 2021	514282	car	2	4775	PCA50FB36
282	Fri Aug  6 23:44:18 2021	847307	truck	4	4146	PCF91266E
283	Sat Aug  7 06:42:24 2021	2573891	van	2	4042	PC5D4DE09
284	Fri Aug  6 08:07:39 2021	9009917	car	2	4904	PC36C6441
285	Thu Aug 19 14:34:35 2021	1701415	truck	4	4556	PC18C31F6
286	Sat Aug  7 20:38:49 2021	5040531	car	2	4812	PC22D9C6D
287	Fri Aug 20 13:15:02 2021	1297862	car	2	4742	PC05B8749
288	Wed Aug  4 06:15:30 2021	1932822	van	2	4788	PC00AE965
289	Sat Jul 31 21:51:59 2021	8569313	car	2	4830	PC12EEFE0
290	Sun Aug  8 06:33:09 2021	6311114	car	2	4218	PC8DF4919
291	Mon Aug 16 06:11:04 2021	1451546	car	2	4754	PC99AE725
292	Fri Aug 20 13:36:58 2021	1711676	van	2	4960	PC6A1BCA4
293	Mon Aug  9 18:51:11 2021	6740804	car	2	4090	PC1EE951B
294	Wed Aug 18 12:19:24 2021	9049528	car	2	4804	PC68484C6
295	Sun Aug 15 08:30:45 2021	5269094	van	2	4617	PC7758F89
296	Wed Aug 11 13:15:58 2021	4753661	car	2	4150	PCC8441A8
297	Sat Aug 14 09:06:09 2021	1948111	car	2	4086	PC23E470D
298	Tue Aug 17 00:00:26 2021	5894664	van	2	4730	PC7DC0964
299	Wed Aug 11 04:51:17 2021	5455717	truck	4	4925	PCE5E04A2
300	Mon Aug  2 21:43:22 2021	1499647	car	2	4629	PCC5E1C04
301	Thu Aug  5 21:50:38 2021	2843245	truck	4	4286	PC12BE494
302	Mon Aug 16 04:30:00 2021	9796603	truck	4	4617	PC7758F89
303	Sun Aug  1 21:21:40 2021	5671860	car	2	4556	PC18C31F6
304	Tue Aug 17 04:20:26 2021	425972	truck	4	4183	PCF5E7754
305	Tue Aug 10 07:28:04 2021	7588083	car	2	4089	PC3CCA187
306	Wed Aug  4 03:45:21 2021	4816147	car	2	4230	PC19CE0DB
307	Thu Aug 12 06:45:42 2021	461211	car	2	4615	PC1ECBA39
308	Fri Jul 30 07:48:58 2021	7091224	car	2	4720	PCDD23528
309	Sat Aug 14 03:11:57 2021	3540160	car	2	4905	PCE1EA438
310	Sat Aug 21 01:26:42 2021	863358	van	2	4758	PCCE12794
311	Sat Aug 21 07:49:28 2021	2813269	truck	4	5000	PCFE7F7FE
312	Sun Aug 15 02:47:01 2021	4346673	car	2	4360	PC084F676
313	Mon Aug  9 05:22:43 2021	2872850	truck	4	4746	PC0514825
314	Thu Aug 12 02:39:09 2021	6322565	car	2	4781	PC0D83A1E
315	Tue Aug 10 13:58:49 2021	2138116	car	2	4706	PCD8D5094
316	Sat Aug 14 23:05:55 2021	9574626	van	2	4678	PCD175301
317	Thu Aug  5 18:17:26 2021	8951022	car	2	4125	PC8AAEF51
318	Sat Jul 31 09:29:28 2021	6597551	truck	4	4229	PCD0DDD3D
319	Sun Aug  8 22:50:36 2021	3348298	car	2	4100	PCC6DD8D5
320	Fri Jul 30 20:45:55 2021	846482	car	2	4812	PC22D9C6D
321	Tue Aug  3 11:54:14 2021	6676389	car	2	4574	PCC1F6F13
322	Mon Aug  9 16:32:26 2021	5427260	car	2	4902	PC425C6EC
323	Tue Aug 17 07:58:48 2021	1653255	truck	4	4938	PC6C57ED3
324	Tue Aug 17 19:16:31 2021	2976969	car	2	4479	PCCA36E4D
325	Tue Aug 17 10:01:21 2021	2959955	car	2	4191	PCCC28F87
326	Sun Aug  8 13:34:03 2021	8519579	car	2	4278	PC4847214
327	Wed Aug  4 13:51:04 2021	340196	truck	4	4025	PC5ABB8E4
328	Sun Aug 15 14:02:51 2021	1959570	truck	4	4700	PC14E538A
329	Tue Aug  3 14:46:46 2021	4214176	car	2	4145	PC5FBE4B8
330	Sat Aug  7 11:24:50 2021	430612	truck	4	4894	PCDADB8C6
331	Sat Aug  7 10:02:09 2021	2164841	car	2	4509	PCA2E8463
332	Wed Aug 18 15:40:47 2021	6533535	car	2	4827	PC7D68CD9
333	Tue Aug 17 10:44:33 2021	4798571	truck	4	4620	PC43973F9
334	Sun Aug 15 18:22:49 2021	2760594	car	2	4569	PC20129F9
335	Sat Aug 14 12:31:44 2021	2304313	truck	4	4021	PC851E565
336	Sat Aug  7 10:52:13 2021	2985337	car	2	4838	PCEECD973
337	Sat Aug 21 09:14:47 2021	4227039	car	2	4732	PCD83DE25
338	Thu Aug  5 08:01:30 2021	1255970	truck	4	4691	PCFAB001F
339	Fri Aug 13 01:03:49 2021	5241924	truck	4	4536	PCC6C5CFB
340	Tue Aug  3 20:43:16 2021	7451832	car	2	4898	PC0AE9E1B
341	Mon Aug  2 04:45:44 2021	3989343	truck	4	4267	PCE51C5C7
342	Sat Aug 14 18:14:30 2021	1804267	van	2	4066	PC883FCA9
343	Tue Aug 17 17:11:29 2021	1589440	truck	4	4934	PC3ED26A2
344	Sat Aug 21 19:27:45 2021	7750582	car	2	5010	PC028872C
345	Sun Aug  8 12:34:50 2021	116476	car	2	4325	PC8FC83B3
346	Fri Aug 20 07:15:06 2021	2617674	car	2	4887	PC81776BA
347	Tue Aug 10 21:55:17 2021	4228191	car	2	4996	PC6A4F55F
348	Mon Aug  9 14:43:31 2021	109141	van	2	4974	PCDEB8E32
349	Wed Aug 11 16:55:19 2021	5065439	car	2	4927	PC2D22627
350	Sun Aug 22 15:33:59 2021	1852318	truck	4	4091	PC2E099B4
351	Tue Aug 17 19:49:02 2021	3191217	car	2	4105	PC43919D1
352	Fri Aug 20 13:55:39 2021	8036070	car	2	4721	PCE937423
353	Thu Jul 29 17:40:36 2021	7270810	car	2	4908	PC3D16FC5
354	Sat Jul 31 07:08:17 2021	4800433	car	2	4733	PC797AEBF
355	Sun Aug 15 14:59:08 2021	7600086	car	2	4730	PC7DC0964
356	Mon Aug 16 20:41:37 2021	1308715	truck	4	4491	PCA52F720
357	Thu Aug 19 16:46:20 2021	448292	car	2	4827	PC7D68CD9
